
/media/nas_mount/Ritwik/subtask1_finetuning/bengali_english_train/segmented_audios/968336_rlRq0XUBp9Ww3HmZ_0060.wav	64000
/media/nas_mount/Ritwik/subtask1_finetuning/bengali_english_train/segmented_audios/601535_Y3ioD8SsACTOn51v_0001.wav	96000
/media/nas_mount/Ritwik/subtask1_finetuning/bengali_english_train/segmented_audios/536146_wjpfN65M1Tyqo8X8_0059.wav	144000
/media/nas_mount/Ritwik/subtask1_finetuning/bengali_english_train/segmented_audios/409515_5ebrS8TMvP2sah9S_0007.wav	64000
/media/nas_mount/Ritwik/subtask1_finetuning/bengali_english_train/segmented_audios/907891_Fr4OCUa6ImNFvNh3_0038.wav	80000
/media/nas_mount/Ritwik/subtask1_finetuning/bengali_english_train/segmented_audios/614332_9PfhqbAf9B3kNOq1_0005.wav	128000
/media/nas_mount/Ritwik/subtask1_finetuning/bengali_english_train/segmented_audios/718720_DhpnLeiIcdRteDbW_0093.wav	48000
/media/nas_mount/Ritwik/subtask1_finetuning/bengali_english_train/segmented_audios/658333_fg953sXStTDQuStM_0031.wav	48000
/media/nas_mount/Ritwik/subtask1_finetuning/bengali_english_train/segmented_audios/858268_Zy39RW5sB47dGVqy_0042.wav	80000
/media/nas_mount/Ritwik/subtask1_finetuning/bengali_english_train/segmented_audios/643267_2ydQMRAcrk0rQdnU_0053.wav	80000
/media/nas_mount/Ritwik/subtask1_finetuning/bengali_english_train/segmented_audios/595365_19hGwQprFSNM78ZM_0082.wav	64000
/media/nas_mount/Ritwik/subtask1_finetuning/bengali_english_train/segmented_audios/553203_n4qh54O7mthHQtVG_0009.wav	128000
/media/nas_mount/Ritwik/subtask1_finetuning/bengali_english_train/segmented_audios/422319_8PwWHwejey9O0n2j_0086.wav	160000
/media/nas_mount/Ritwik/subtask1_finetuning/bengali_english_train/segmented_audios/421155_GOrkFP4UvTh2nQ0Z_0045.wav	32000
/media/nas_mount/Ritwik/subtask1_finetuning/bengali_english_train/segmented_audios/406657_xfcnBgZvlHeI6mqK_0169.wav	160000
